user_name	tweet	date
_mari_be	hoje o povo do trabalho me arrastou pra almoçar no outback e nossa que tristeza viu... $70 pra comer um peixe com legumes que eu faria melhor em casa e tomar um refil PÉSSIMO de coca zero	2019-10-23 18:31:18+00:00
dayresende	Disposição de q eu tava pq me acabei outback na quarta	2019-10-11 10:47:15+00:00
zzigor150	Tô fudido amanhã Rapaziada vão comer em qualquer lugar menos no Outback	2019-06-12 00:10:49+00:00
_vinidossantos	Era p ter ido o outback tb, mas você vacilou	2019-01-19 00:22:48+00:00
KaCelinaOkada	Não tem no mundo que ganha do no quesito emagrecer ( se é que me entendem )	2018-11-01 22:43:37+00:00
maarshh	Sofrendo as consequências de ter comido o pãozinho do outback ...mas valeu a pena	2018-03-01 07:43:12+00:00
DebissAraujo	A costelinha cm barbecue que a minha mãe fez, tá melhor do que a do Outback..	2017-09-21 15:57:42+00:00
Danilo_Colado	Hj eu fui no outback pra matar minha fome , mais não rolo só gastei a porra da minha grana merda	2016-09-20 03:59:17+00:00
camilasbona	e achei que não vale o preço (pratos principais tipo o dobro do outback)	2016-07-08 17:59:25+00:00
Carolhferr	Pastel/brigadeiro/churrasquinho ontem Outback+brownie/cuzcuz/churrasquinho hj, e ainda n fiz	2016-06-27 00:38:06+00:00
EmyDuartt	Qdo vejo um certo casal jantando no Outback!!!Que casal mais sem graça, sem criatividade sem humor!!	2016-06-21 02:18:49+00:00
eu_mv	Amizade sustentada por brigas! # Outback Brasil	2016-04-08 00:03:39+00:00
carolhuberr	ir trabalhar amanhã é o c ! Outback Steakhouse Iguatemi Brasília	2015-10-11 19:28:44+00:00
juliagoiaba	Passa a semana toda fazendo dieta para ir no outback e comer frango frito c batata	2015-04-11 06:35:23+00:00
Nandaazevedoo	Jantarzinho no outback pra comemorar o aniver do titio e salvar esse dia q tá uma grande	2015-02-26 21:58:42+00:00
gi_folco	vou fazer isso, mas só começo do ano q vem e ó, quero te ver, viu? uma baladinha, um outback, um dia no shop, qualquer coisa	2014-12-23 04:35:41+00:00
gabrielabalazs	"""BALAZS ... O OUTBACK JA ESTA FAZENDO EFEITO "" de qm é a frase?"	2014-11-30 03:59:13+00:00
Lmariqui	Vou começar a me arrumar pra ir no Outback com o Math	2014-10-11 23:08:22+00:00
LoboEmerson	Comer no outback sempre me da vontade de ir ao banheiro	2014-10-10 02:40:06+00:00
heeyyjubs	Não gostaram da foto? Já sabe! Huahauahauaha Outback Steakhouse	2014-08-17 02:46:14+00:00
juuliamoura	Brigam por qualquer razão, mas acabam pedindo perdão. Outback Steakhouse	2014-08-16 21:01:37+00:00
handrauhl	caralho que raiva eu dormi a tarde e so acordei agora ou seja nao vou mais pro outback	2014-07-15 21:50:05+00:00
acmaachado	Parabéns minha baranga,te desejo toda a felicidade do mundo luribeiro04 Outback	2014-04-15 22:05:23+00:00
gabibastosl	Mais velho com jeitinho de mais novo. Outback Steakhouse	2014-04-06 01:24:30+00:00
ma__rodrigues	Segunda-feira mais ou menos com uma mina bem menos Outback Steakhouse	2014-03-04 01:55:41+00:00
stephanniers	aí você entra no instagram e vê o amiguinho postando foto da cebola do outback	2014-02-20 17:57:41+00:00
larivrr	Semana inteira de dieta pra no domingo comer outback e brownie	2013-09-08 21:17:25+00:00
juliannabarros_	To aqui no outback com a nathy e com o matheus, segurando vela das zamigas só pra variar	2013-08-27 13:02:33+00:00
kaueemacedo	abri a porta do banheiro no Outback pra tirar uma água do joelho, ai adivinha quem eu encontro fazendo um ?? Minotauro kkkkkkkkkkk	2013-07-25 22:16:27+00:00
CinthiaSANTTOS	Bebê e Bebê Outback Steakhouse	2013-06-16 23:42:05+00:00
Carol_Pinheeiro	A vida tá um mas pelo menos amanhã tem Outback	2013-04-03 03:32:59+00:00
IsaVieira_d	kd amigos ricos pagando Outback pra mim	2013-03-18 16:42:49+00:00
eric_joris	é osso a fila do outback mesmo sélokoo	2013-01-05 23:51:55+00:00
jacque_gianini	As fedidas tão vindo para cá e vamos no Analia jantar no outback...vou matar a saudade dessas cocozentas	2012-12-21 20:22:44+00:00
mblancco	partiu #pretty #swag #smile #like #instacool #instagood #outback #flw	2012-12-19 21:56:02+00:00
hduda_	Hoje eu vou no outback com a sis e a sis	2012-12-17 03:45:42+00:00
LorenaOliveeira	Coisa linda da minha vida! Outback Steakhouse	2012-12-10 03:06:28+00:00
biel_pablo	#partiu nicer da livínha no outback	2012-11-17 20:24:32+00:00
henriquevks	estou mas estou com deboravidal #irmã #sister #popbooth #photos #família #family #instacool #he Outback	2012-11-15 02:46:51+00:00
ca_baccaro	paaartiu! #friend #love #outback #forever #happy	2012-10-04 23:08:53+00:00
anaagatti_	RT: Outback com as meninaas #Gabi gatas, divas, sensuais hahahahahahahaha	2012-09-16 02:21:46+00:00
UrsulaHasparyk	agente ia no outback mais tava mt cheio..	2012-09-09 02:39:19+00:00
1vanessaz	Acabei de publicar uma foto outback niver da fe	2012-08-26 01:31:17+00:00
garr0ne	O é lusitano. Pra ganhar brinde, pede o preenchimento de 1 pesquisa no site. Mas p/ ganhar precisa de um PAPEL q prove.	2012-03-04 02:52:59+00:00
AlanFelipePark_	Ontem mofei esperando no outback hoje é meu almoço que não veio ainda	2022-06-13 14:27:20+00:00
MafioletiTais	Caralho já vi 4 pessoas comendo fondue no outback hoje no Instagram Eu quero	2022-06-12 02:02:04+00:00
imbosu	melhor top br, mvp do cblol, mvp dos nossos corações,melhor jogador que já pisou na face da terra. Se eu estou na escuridão, guigo é a luz, para a fome guigo é um banquete no outback. Da um aumento pra esse cara pq ele merece o mundo todinho #GoRED	2022-06-11 17:00:43+00:00
_Gguimaraes	era para eu te levar ao outback também	2022-06-10 15:37:36+00:00
kmartyr22	yan é muito filha da puta, vai no outback nem chama tomar no cu	2022-06-06 00:57:14+00:00
bielmonteiiro_	Tbm, saiu tarde pra krl do outback	2022-06-02 03:28:40+00:00
clarasouzzar	Eu vou parir e a minha costela do outback e o meu empadão não sai, kiiii odiiiio	2022-05-31 22:22:31+00:00
Crvgg98	Eu odeio com todas as minhas forças, coletar no outback dia de domingo, Tmnc mano	2022-05-29 14:53:59+00:00
PeCoxta	Cadê o Outback anunciando o fondue de volta tá na hora já	2022-05-26 01:21:21+00:00
jaao_gui98	A gay postando foto dia sim dia não no Coco Bambu ou no Outback mais pagar o dinheiro que ta me devendo ela não quer. Odeio gays ainda mais caloteiras	2022-05-23 21:54:45+00:00
sylvee_06	EUW NAUM SOU FOFA VEIII *Arranca suas costelas e vender pro outback uwu	2022-05-08 22:36:34+00:00
giih_Collins	Ai to revoltada matheus n quis ir pro outback pra vim pra um rodízio ruim pra caralho pqp	2022-05-08 01:25:31+00:00
kolvina	pq eu não consigooo ver os preços do cardápio do outback tá tudo de graça é?	2022-05-02 20:25:36+00:00
vicramoss_	pedi bgl no outback, tô esperando papo de 1hr, o cara já tinha até retirado e cancelou. Tô fervendo de raiva	2022-04-28 01:21:39+00:00
_bruno_fred_	Tomara que a cebola do outback esteja boa	2022-04-24 02:54:05+00:00
RanierSilva4	Outback é foda pra pegar pedido, tnc meia hora esperando nessa porra e perdendo a promoção, TMNC!	2022-04-23 00:07:21+00:00
Duardinhodz7	Negueba- Vamo no Outback comer uma costelinha Tião Tião- Comer costelinha negão??? Eu como é boceta	2022-04-19 22:07:26+00:00
signasombra_	que mundo eh esse minha namorada ta comendo no outback nesse exato momento e eu to comendo pao com ovo vou ter q terminar	2022-04-05 23:42:47+00:00
claudialsdo	que vontade absurda de comer no outback	2022-04-04 22:57:00+00:00
gui14_nfs	10 anos pra trazer a comida no outback	2022-03-19 17:12:31+00:00
cookerhigh	Se tem uma coisa que eu odeio no Assaí são essas cebolas gigantes!!! Não sou Outback mano	2022-03-10 20:22:44+00:00
Sizfo__	tem um bixo no grupo do vôlei q todo dia posta foto em algum tipo d outback na hora do almoço… vou fazer uma cocó p esse cara	2022-03-09 19:31:15+00:00
nathyylavinia	Queria ir no outback e Ramon não tomou a porra da vacina pra comprovar	2022-03-08 23:33:41+00:00
monteirooart	Essa porra de Outback é uma merda	2022-03-05 17:03:37+00:00
aquelaborgui	pagar 100 reais pra comer no outback pagar 30 reais numa marmitex qualquer	2022-02-27 16:21:06+00:00
GeleiaPlays_	É ISSO MANOOOOOO!!! O MONSTRO DOS MONSTROS! Parabéns demais irmão, só sucesso pra vc! &lt;3 Agora para de recusar meus convites pro outback	2022-02-23 17:28:01+00:00
pcopelli21	Essa fila do Outback irrita	2022-02-19 00:46:20+00:00
tetecombiscoito	Não eram iguais eram parecidas o suficiente pra causar dúvida e tinha variação de tamanho e eu comprei camisa também e já estamos no Outback	2022-02-08 01:13:18+00:00
beccaaledo	o Felipe não ironicamente ta há horas no provador pra experimentar 5 calças pretas iguais e escolher 1 só e eu to aqui faminta contando os minutos pro Outback fechar	2022-02-08 00:45:36+00:00
nandamoreiraa_	Cada vez que vou no outback a cebola fica menor	2022-01-20 00:12:12+00:00
lalayzec	Suco no outback é 12,90 e não é nem refil e eu ainda bebi 2 sem ver o preço antes, eu em q odio	2022-01-16 01:11:25+00:00
Djalmaaaaaa	Gabriel não quer comer nada do outback	2022-01-05 18:19:42+00:00
euwhore	a menina do bar do outback toda enrolada sozinha aaaaaa q vontade de entrar pra ajudar	2021-12-30 00:11:16+00:00
melilinhaa	Quero coxinha de costela do outback	2021-12-28 02:00:14+00:00
meybelrj	Bom saber q eles estão pedindo. Não entro mais lá. Simples assim. Deixei de ir no Outback pelo mesmo motivo. Nunca foi por saúde.	2021-12-23 16:45:49+00:00
MeeloJoyce	Que peleja pra entrar no outback por causa do comprovante de vacina	2021-12-19 21:17:03+00:00
dantas_mt	Galera, como vocês gostam da cebola empanada do outback? Vlh, aquilo é muito ruim… e ainda não é barato	2021-12-18 23:35:45+00:00
absorvent	Todo dia eu sou atingida por um ads do Outback, essa porra vai ter em Manaus ou nao?	2021-12-09 19:58:58+00:00
joocoosta2	Yasmin não para de me mandar foto no Outback ..	2021-12-09 00:10:03+00:00
meybelrj	Mas vc entrou? Eu não entro. Recusei entrar no Outback ontem pelo mesmo motivo. Estou vacinada, mas me recuso a compactuar com essa tirania imposta.	2021-12-05 01:12:21+00:00
meybelrj	Outback hoje exigiu. Estou vacinada, mas não colaboro com essa tirania. Fui para outro local.	2021-12-03 19:57:45+00:00
alandesterro	Esqueci a porra do meu aparelho dentário em cima da mesa no OutBack vtncu	2021-11-30 03:51:58+00:00
felipelevy	tô aqui sozinho esperando alguém no outback e é melhor nenhum gen z tirar uma foto minha e postar falando que é preciso apreciar a solidão	2021-11-25 23:58:23+00:00
yasmin_maatos	Ele falo q queria ir no Outback espero q me leve pois fiquei com vontade tbm	2021-11-22 19:52:33+00:00
lalafs__	O Outback que vc falou q ia me levar que não é né Breno	2021-11-16 01:46:57+00:00
julesilva_	"""amor, vamo almoçar no outback hoje"" ""não posso, tô cheia de serviço, Lindo. Pode ir"" ""Tá bom"" e foi"	2021-11-12 16:09:22+00:00
leaodeJudda	Outback só pode ta de brincadeira com meu salário namoral, Da até desânimo de trabalhar parceiro	2021-10-27 15:25:12+00:00
ThaisB96	"Eu e minha namorada viemos no Outback e estamos esperando a nossa vez na fila de espera e quando sentamos no sofa para aguardar e a mulher que estava no sofá ao lado ficou nós olhando, cutucou o seu companheiro e falou ""amor vamos sair daqui já devemos ser os próximos"". Q ÓDIO"	2021-10-17 00:59:02+00:00
Giullycost	Chamei o gato pra ir no outback e negou, tinha que ser vascaíno	2021-10-15 03:50:02+00:00
Thagyde	Pedido demorar muito pra chegar no Outback e parte dele estar seco: Mandarem outro do pedido seco e ainda não cobrarem o outro prato que atrasou:	2021-10-12 02:04:40+00:00
KN7nike	Vim no outback mas esqueci que eu não posso comer costela	2021-10-06 23:44:11+00:00
08Raphinha	Boladao, brota até no outback	2021-10-04 21:43:20+00:00
Th_Fernandes05	Taxa do outback tinha que ser de graça o mínimo	2021-09-29 23:55:49+00:00
trembaladope	Vou parar de aceitar pedido no Outback na moral, toda vez essa demora	2021-09-29 23:41:03+00:00
Larisoft01	Claro, vc até hj n pagou outback. Espera q frase?	2021-09-19 18:59:25+00:00
teteusando	oi sumido, terça vc vai no outback né? Ou tem outro aniversário tipo do seu pai que vc esqueceu?	2021-09-18 00:37:43+00:00
craque_carluz	ATENÇÃO RESERVAS DO PALMEIRAS, NÃO PISEM NO OUTBACK!!!!!!!! ISSO MESMO! VOCÊ QUE NEM TEM TEMPO DE JOGO QUER IR PRO OUTBACK IRMÃO? COMER COSTELA?????	2021-09-15 22:52:21+00:00
levismelo	por culpa do tiktok proibiram o povo de trazer molho de chocolate no outback	2021-09-15 00:12:20+00:00
_Vitorug	Olhando o menu do Outback Babi: N TEM UM CARAI DE UM ARROZ BRANCO AQUI? Eu:	2021-09-14 16:51:35+00:00
euadulta	minha opinião sobre coco bambu e outback coco bambu: sim, nao é alta gastronomia e, sim, ele só rouba seu dinheiro dado q 90% do prato é catupiry outback: FAÇAM UMA BATATINHA COM BACON MELHOR Q O OUTBACK E DPS VENHAM RECLAMAR BLZ	2021-09-02 13:16:39+00:00
Biabibiologa	Eu não vou no outback sempre vc vai no mcdonald todo dia	2021-08-26 19:42:53+00:00
biaa_bal	mais uma decepção outback pq não pode mais pedir chocolate com o pão	2021-08-26 15:11:47+00:00
judiamarxista	arrasou gatinho!!! *ps: me da seu cu ou me paga um outback	2021-08-19 03:57:47+00:00
rhuanny98	Tô esperando a fila do outback desde de 20:40	2021-08-15 01:05:08+00:00
wZENNO	Por favor narradores comentar red canids Kalunga #goRED Bora Lunnao a Outback vai lançar o cardápio completo pra Win #MPLBR	2021-08-14 23:48:01+00:00
nandiinnha	A entregadora do acabou de roubar o meu pedido! Ela pegou o pedido no , deu o pedido como entregue e simplesmente sumiu. Entrei em contato com o Outback, que falou que o pedido já tinha sido entregue e depois cancelou o pedido no iFood. É mole?	2021-08-10 02:16:19+00:00
nihdovral	Minha escola sorteou 500 conto pra comer no outback, 200 no mc e mais um monte de coisa e eu não ganhei nada, eu só ganho sorteio quando é coisa ruim	2021-08-07 00:40:30+00:00
almost_alien	amanhã já podem inventar o sushi de coxinha e o outback de feijoada	2021-08-05 04:15:24+00:00
clssyb	hj eu queria comer no outback	2021-07-29 13:38:04+00:00
thaiiisoliveira	To com ranço dos meus pais e da bia que foram pro outback logo quando eu to cheia de ponto na boca, quando eu to boa ng faz isso	2021-07-18 17:43:35+00:00
mih3185296	Thiago é mt tóxico, ele nunca quer ir no Outback, sexta, sábado e domingo	2021-07-15 23:25:50+00:00
uui_jsouza7	QUANDO EU TERMINEI DE TIRAR AS TRANÇAS A VACA FALOU QUE SÓ VAI ME ENTREGAR A MERDA DO CABELO AMANHÃ. tô perdendo Outback por causa dela	2021-07-09 23:00:12+00:00
goodgirl07_	Estava direitinha na minha dieta aí esse fdp fala :-pedi um outback	2021-07-06 22:13:54+00:00
mariagabiajala	Eu vou morrer e não vou ter comido o fondue do outback ~Q mundo é esse tão cruel q a gnt vive~	2021-07-02 22:24:55+00:00
alekinho_7	minha mãe no outback e eu em casa	2021-07-02 00:49:37+00:00
FernandoQuites	Marcos Paulo de olho na minha caneca do outback	2021-06-26 17:52:32+00:00
TasJonatas	Indo comer no sal e brasa de novo já falei a meu pai que queria ir no outback Já tô enjoada	2021-06-26 01:11:23+00:00
marycotabrito	Agora é 1 a cada 2 pessoas na mesa, e fomos informados no outback do rio sul que ja tem algumas lojas cobrando pelos molhos, tipo a cebola vem um molho porem eu nao gosto sempre peço outro , com isso se eles quiserem cobrar vao poder…	2021-06-23 03:52:47+00:00
hugochoperiaZG	Muita luta pra comer no outback pqp	2021-06-15 23:02:11+00:00
judsantoss	postei foto no outback e o garoto veio perguntar quem tava bancando, se eu estava namorando rico. fui eu mesma mo que paguei a conta	2021-06-14 16:34:49+00:00
artemisagauche	Mas não foi só o Outback, todos os restaurantes do bairro da minha mãe estavam lotados por causa do Dia dos Namorados	2021-06-13 16:12:28+00:00
_cfelip	Outback largou nós mal hoje fechando mais cedo	2021-06-13 03:54:26+00:00
thal_vand	Só queria comer a merda do fondue do Outback	2021-06-13 01:12:57+00:00
Coutinhooo14	Andei tudo atrás de uma costela e não achei em lugar algum, só porque faço melhor que a servida no Outback	2021-06-12 14:39:04+00:00
akmartins1997	To com vontade de comer um fondue e toda hora aparece publi do outback	2021-06-12 00:15:24+00:00
giolanzillote	Vi no insta que meu pai veio no Rio não me avisou, ainda foi no outback.. aposto que levou alguma piranhaaaaa!! Aí que ódio	2021-06-09 17:50:51+00:00
OutbackBrasil	Comemorar o Dia dos Namorados só no dia 12: Pedir o combo delícia do #FondueOutback com Cheese e Chocolate Fondue antes da data: É muito Outback envolvido né, Peça já o seu pelo iFood ou em um dos restaurantes!	2021-06-09 14:17:12+00:00
medeirosg01	outback cheio em plena terça-feira	2021-06-08 23:28:30+00:00
gotadooceano	infelizmente odiando pela foto da costela do outback que ele postou	2021-06-07 21:28:36+00:00
Furlan_0	vai toma no cu outback, dois dias seguidos q eu vou faltando 3 horas pra fechar e n pode entrar mais	2021-06-01 23:15:32+00:00
aces_A6	Sdd da comida do Outback. Caique você me paga	2021-05-25 06:28:16+00:00
_Outback_o	Fds eu quero ver	2021-05-22 18:42:03+00:00
Lipedopneu	No, vou dormir Outback só final de semana	2021-05-20 01:32:58+00:00
oisouotheus	que falta de educação o outback mandando todo mundo embora no meio do almoço, expulsando real	2021-05-14 16:35:41+00:00
I12Igor	so pq eu to chei de vontade de ir no outback ta geral indo mano	2021-05-13 22:54:40+00:00
yolandxz	EU QUERO COMER OUTBACK	2021-05-12 20:48:41+00:00
caiofalcaofoto	Pagar foto: Ir ao Outback:	2021-05-06 15:12:36+00:00
flavinha_kayles	Bolada pq não comi minha costela no outback só por causa da micro	2021-04-25 01:31:41+00:00
BrenndaMykaella	Queria muito ir no Outback mas já tava fechado	2021-04-21 01:27:15+00:00
jhalmeida15	Falei p a Carol que queria ir ao Outback e ela preferiu pedir em casa.. Estou há uma hora tentando pedir algo! MUITO OBRIGADO	2021-04-10 00:16:06+00:00
arianja24	Julia quebrou minha caneca do outback to muito bolada mano que ÓDIO	2021-03-31 02:35:15+00:00
Saraalmeida02	Tô com muita raiva do Outback	2021-03-25 05:11:01+00:00
igorfortesc	Esse decreto fudeu todo mundo, outback tá fechando as 16:00	2021-03-07 18:20:42+00:00
Antonnylucas30	Outback é uma palhaçada mano	2021-02-28 23:53:56+00:00
YsaaAraujo	esse povo do outback são muito fofoqueiro misericórdia é tanta fofoca que não cabe no cu de cada um	2021-02-13 04:40:04+00:00
Patricia_Mr34	Já faz 3 anos q tô com o Jeferson e sempre peço pra ir no outback Aí ele vem e fala q vamos no outbeco do P.U Alguém avisaaaa	2021-02-10 20:13:39+00:00
Claraandradesol	Só faltou um outback aqui no west shopping	2021-01-31 14:14:02+00:00
Memoravril	Tô louca pra provar esses New Gold Steaks do Outback mas o Outback daqui não tem	2021-01-19 01:12:40+00:00
krdosoray	Cunhado desdo ano passado eu tenho um admirador que trabalha no Outback, ele disse que no natal eu ia saber quem ele é, já tá chegando natal de novo e nada	2021-01-17 17:21:19+00:00
Wdson77	15 mesas na minha frente pra comer no Outback, tnc	2021-01-12 23:44:48+00:00
_Thailan__	Por isso eu não gosto de comer no Outback, que demora pra entrar	2021-01-10 01:15:38+00:00
jeybaum	cade o outback na sua lista????	2021-01-09 14:07:32+00:00
Igugomes25	vim no outback atoa, 18 mesas na frente... odiao	2021-01-08 22:31:00+00:00
ingriddcoutinho	você é mto comédia kkkk na minha vez é outback né	2021-01-05 18:09:53+00:00
cyberffox	Pedimos um negócio no outback bomzão, só que tava picante	2020-12-21 22:53:07+00:00
Ellenn14	Teria que estar 17:00 no Outback e não vou conseguir	2020-12-21 19:40:42+00:00
PHvia7	Minhas férias nesse crl de Outback não chega nunca	2020-12-21 12:02:32+00:00
hyyugas	foi assim quando eles decidiram ir no outback	2020-12-15 20:18:29+00:00
reissbruu	ODEIO CASTILHO E MARUJO!!!!!!!!! MANDEI 13H FOTO DO NOVO CHEDDAR DO OUTBACK PRA ELES E ELES FORAM COMER SEM MIM!!!!!!!!! EU ODEIO VCCS!!!!!!!!	2020-12-15 20:14:55+00:00
thiago_nisner	Cara pra pegar um lugarzinho no tem que chegar até as 19:00 não tão certinho	2020-12-14 01:15:50+00:00
dudasantosnery	esperando pra entrar no outback odeio esperar	2020-12-09 22:06:27+00:00
branca_061	Vim no Outback estou 2 hrs e meia na fila. Pqp	2020-12-09 00:04:57+00:00
NICOx2N	batalhamos muito por um segundo outback	2020-12-07 14:00:33+00:00
dupxss	Sempre quero ir em restaurantes diferentes, mas sempre acabo do outback af	2020-12-03 14:23:40+00:00
trizcarv	agora eu quero os bombons choco thunder do outback salivei vendo o vídeo dos	2020-12-02 16:17:43+00:00
pogkarinykekw	PQ ELE N VENDE O CARRO DE 200 MIL PRA PAGAR NOSSO OUTBACK?	2020-11-29 16:00:07+00:00
henrique_3011	eu vi no Outback KKKKKKKKKKKKKK zuera	2020-11-27 15:45:53+00:00
gelucs	hoje minha mãe vai ter que salvar esse outback	2020-11-27 03:10:56+00:00
MarcosLeandroj	"tmnc hoje a grta do meu wpp postou isso eu fiquei tipo?????? semana passada nós conversando perguntei se ela conhecia o restaurante Outback, ""conheço não"" chamei ela pra ir, tô até agora no vácuo"	2020-11-22 20:22:48+00:00
FaelL7_	Só esse Outback agora	2020-11-20 22:53:35+00:00
pxgabilinda	Quero fazer um pedido no aplicativo do Outback e não consigo	2020-11-12 14:32:35+00:00
catpuccinow	boicotando o outback dessa vez eles foram longe demais com esse fondue maravilhoso #BoicoteOutback	2020-11-08 03:36:45+00:00
beatriless	não vo mais come no outback não me apoiam	2020-11-07 16:14:09+00:00
manolo_souza	#CANCELADO Nada da para acreditar nisso! Outback no shopping são gonçalo rj é o pior que já fui. Demora no atendimento, as bebidas super quentes. Até para pagamentos demorar quase 40 minutos. A comida não estava agradavel. Detestei ter ido lá! Não recomendo	2020-11-03 02:57:12+00:00
_miila10	eu vejo a pessoa viajando pro Rio, indo no Outback, indo no Coco Bambu mas pagar quem deve não paga não né, sua vagabunda?	2020-11-02 18:47:10+00:00
_Carolinab7	eu queria tanto um outback	2020-10-30 21:36:07+00:00
juu_cbraga	te amo meu bebê, vamos no outback	2020-10-29 03:55:20+00:00
RosaneCalou	Minha namô domingo: segunda feira é dietinha amor! Chega de besteira! Minha namô segunda: OLHA AMOR ESSE LANCHE DO OUTBACK QUE DELICIA QUERO	2020-10-27 01:21:39+00:00
eunabru14	Acho q vou no Outback c o meu balde	2020-10-23 17:44:02+00:00
anachaidar	Daria tudo pelo macarrão do Outback agora	2020-10-21 04:43:25+00:00
iguinorem	vem fazer esse bolo cmg KKKKKKKKK tu ta me devendo msm boiola tóxico, eu mereço dps de te levar pro outback!	2020-10-17 18:49:58+00:00
PinaAdemir	#OutbackTaboão... me deixaram na mão hein. O serviço delivery de vocês é um lixo. Lamentável!!!	2020-10-17 02:26:52+00:00
GNeguinn10	Deixei de ir no outback por causa do meu olho	2020-10-14 23:42:33+00:00
AlexMig22664270	Outback cheiao nem pedido da pá fazer mas que ódio	2020-10-13 02:05:19+00:00
krlhanaa	queria muito um outback	2020-10-06 21:08:54+00:00
amndfernandess	só pq eu falo q vou sair meus pais falam q vão pro outback	2020-09-26 20:21:47+00:00
mmonteiro_29	Meu google fotos só serve pra relembrar foto com ex. A porra do cupom da pesquisa do Outback que foi Caralho quando resetaram o telefone essa buceta não salva	2020-09-26 04:29:32+00:00
Paulynnn03	Só queria ir na outback amanhã	2020-09-23 00:11:49+00:00
aannafyd	um monte de gente postando foto no outback e eu aqui na maior vontade	2020-09-20 01:43:19+00:00
gustavcancelado	giovanna não quis ir me ver na porta do outback!!	2020-09-19 04:01:43+00:00
lelagbri	minha mae pro meu irmão: qq vc acha da gente sair pra jantar no outback hj? meu irmão: ah mãe, n to mto afim eu: ah mas vc tá sim quem eh que nega comida pelo amor de deus???	2020-09-17 19:16:18+00:00
brucaixeiro	Um ano atrás estava eu no Outback por ter sido convidada pra experimentar todo o cardápio novo Coronavírus acabe logo	2020-09-16 17:29:36+00:00
CaahCrv	Meu pai Pagar a pensao: Ir comemorar o aniversário do irmão no Outback:	2020-09-15 20:40:07+00:00
taviinho05	tô desacreditado que tenha 39 pessoas na nossa frente no outback pra almoçar	2020-09-12 17:25:38+00:00
yongbyuI	todo mundo indo pra praia shopping outback e todos os meus roles de quarentena foram veterinário e hospital saco	2020-09-10 14:34:41+00:00
cruzzffc	Essas gurias não respeitam mais nada ne, ontem eu com o Vini esperando ser chamado pra entrar na Outback e uma vaca secando ele, e eu parada olhando pra ela e ela me olha e ri, vontade de grudar a cabeça dela na parede	2020-09-08 14:20:22+00:00
esquil4	PODEVIM VEM NA MÃO ENTAO vem na mão então e abaixa o tom de voz pra falar comigo tá q eu não sou tuas piranha q tu encontra na rua não você fala bdireito cmg e fale baixo por favor vc não ta no outback pra ficar agindo gritando comigo não TÁ fiqesperta	2020-09-06 04:00:35+00:00
BianchiYa	gente meu pai n quer ir no outback	2020-09-05 17:29:00+00:00
